date,itemid,fiscalyear,Item,sheet,Nominal millions of dollars,Real 2019 millions of dollars,Real 2019 per capita dollars,Share of GDP,Share of Total revenue
1890,310,1889/1890,Unmatured debt,all,203,5356.9912109375,1120.943969726563,.2961691915988922,5.074999809265137
1890,311,1889/1890,Treasury bills,all,0,0,0,0,0
1890,312,1889/1890,Canada savings bonds,all,0,0,0,0,0
1890,313,1889/1890,Marketable bonds,all,201,5304.212890625,1109.900146484375,.2932512760162354,5.025000095367432
1890,320,1889/1890,Superannuation accounts,all,0,0,0,0,0
1890,330,1889/1890,Other liabilities,all,83,2190.296875,458.3169860839844,.1210938096046448,2.075000047683716
1890,401,1889/1890,Unmatured debt payable in foreign currencies,all,188,4961.154296875,1038.115600585938,.2742847800254822,4.699999809265137
1890,521,1889/1890,Debt charges,all,10,263.8912048339844,55.21891784667969,.0145896160975099,.25
1890,530,1889/1890,Cash deficit (+) or surplus (-),all,0,0,0,0,0
1891,100,1890/1891,Net federal debt,all,238,6202.62744140625,1283.390747070313,.3383060395717621,6.102564334869385
1891,200,1890/1891,Financial assets,all,53,1381.25732421875,285.7970886230469,.0753370597958565,1.35897433757782
1891,300,1890/1891,Gross federal debt,all,291,7583.884765625,1569.187866210938,.4136431217193604,7.461538314819336
1891,310,1890/1891,Unmatured debt,all,208,5420.78369140625,1121.618774414063,.2956624329090118,5.333333492279053
1891,311,1890/1891,Treasury bills,all,0,0,0,0,0
1891,312,1890/1891,Canada savings bonds,all,0,0,0,0,0
1891,313,1890/1891,Marketable bonds,all,200,5212.2919921875,1078.479614257813,.2842907905578613,5.128205299377441
1891,320,1890/1891,Superannuation accounts,all,0,0,0,0,0
1891,330,1890/1891,Other liabilities,all,83,2163.10107421875,447.5690307617188,.1179806813597679,2.128205060958862
1891,401,1890/1891,Unmatured debt payable in foreign currencies,all,188,4899.55419921875,1013.770812988281,.2672333419322968,4.820512771606445
1891,521,1890/1891,Debt charges,all,10,260.6145935058594,53.92398071289063,.0142145399004221,.2564102709293365
1891,530,1890/1891,Cash deficit (+) or surplus (-),all,0,0,0,0,0
1892,100,1891/1892,Net federal debt,all,241,6814.51806640625,1395.559692382813,.3441456258296967,6.513513565063477
1892,200,1891/1892,Financial assets,all,55,1555.180419921875,318.4887084960938,.0785394534468651,1.486486434936523
1892,300,1891/1892,Gross federal debt,all,296,8369.6982421875,1714.04833984375,.4226850569248199,8
1892,310,1891/1892,Unmatured debt,all,209,5909.685546875,1210.257080078125,.2984499335289001,5.648648738861084
1892,311,1891/1892,Treasury bills,all,0,0,0,0,0
1892,312,1891/1892,Canada savings bonds,all,0,0,0,0,0
1892,313,1891/1892,Marketable bonds,all,209,5909.685546875,1210.257080078125,.2984499335289001,5.648648738861084
1892,320,1891/1892,Superannuation accounts,all,0,0,0,0,0
1892,330,1891/1892,Other liabilities,all,87,2460.0126953125,503.791259765625,.124235138297081,2.351351261138916
1892,401,1891/1892,Unmatured debt payable in foreign currencies,all,199,5626.92578125,1152.35009765625,.2841700315475464,5.378378391265869
1892,521,1891/1892,Debt charges,all,10,282.7600708007813,57.90703964233398,.0142799010500312,.2702702581882477
1892,530,1891/1892,Cash deficit (+) or surplus (-),all,3,84.82802581787109,17.37211227416992,.0042839702218771,.0810810774564743
1893,100,1892/1893,Net federal debt,all,242,6656.548828125,1349.93896484375,.3546265363693237,6.368421077728271
1893,200,1892/1893,Financial assets,all,58,1595.371215820313,323.5390930175781,.0849931389093399,1.526315808296204
1893,300,1892/1893,Gross federal debt,all,300,8251.919921875,1673.47802734375,.4396196901798248,7.894736766815186
1893,310,1892/1893,Unmatured debt,all,212,5831.35693359375,1182.591186523438,.310664564371109,5.5789475440979
1893,311,1892/1893,Treasury bills,all,0,0,0,0,0
1893,312,1892/1893,Canada savings bonds,all,0,0,0,0,0
1893,313,1892/1893,Marketable bonds,all,210,5776.34423828125,1171.434692382813,.3077337741851807,5.526315689086914
1893,320,1892/1893,Superannuation accounts,all,0,0,0,0,0
1893,330,1892/1893,Other liabilities,all,88,2420.563232421875,490.8868713378906,.1289551109075546,2.315789461135864
1893,401,1892/1893,Unmatured debt payable in foreign currencies,all,202,5556.29296875,1126.80859375,.2960105836391449,5.315789699554443
1893,521,1892/1893,Debt charges,all,10,275.0639953613281,55.78260040283203,.0146539891138673,.2631579041481018
1893,530,1892/1893,Cash deficit (+) or surplus (-),all,1,27.50640106201172,5.57826042175293,.0014653989346698,.0263157896697521
1894,100,1893/1894,Net federal debt,all,246,7288.21044921875,1463.7900390625,.3776417672634125,6.833333492279053
1894,200,1893/1894,Financial assets,all,62,1836.866088867188,368.9226989746094,.0951780006289482,1.722222208976746
1894,300,1893/1894,Gross federal debt,all,308,9125.076171875,1832.712646484375,.4728197753429413,8.55555534362793
1894,310,1893/1894,Unmatured debt,all,217,6429.03125,1291.229370117188,.3331230282783508,6.027777671813965
1894,311,1893/1894,Treasury bills,all,0,0,0,0,0
1894,312,1893/1894,Canada savings bonds,all,0,0,0,0,0
1894,313,1893/1894,Marketable bonds,all,215,6369.77734375,1279.32861328125,.3300527632236481,5.972222328186035
1894,320,1893/1894,Superannuation accounts,all,0,0,0,0,0
1894,330,1893/1894,Other liabilities,all,91,2696.04541015625,541.4833374023438,.1396967470645905,2.527777671813965
1894,401,1893/1894,Unmatured debt payable in foreign currencies,all,207,6132.76220703125,1231.725708007813,.3177717328071594,5.75
1894,521,1893/1894,Debt charges,all,10,296.2687072753906,59.50365829467773,.0153512908145785,.2777777910232544
1894,530,1893/1894,Cash deficit (+) or surplus (-),all,5,148.1343536376953,29.75182914733887,.0076756454072893,.1388888955116272
1895,100,1894/1895,Net federal debt,all,253,7818.171875,1555.545532226563,.3994202613830566,7.441176414489746
1895,200,1894/1895,Financial assets,all,65,2008.621337890625,399.6461181640625,.1026178523898125,1.911764740943909
1895,300,1894/1895,Gross federal debt,all,318,9826.79296875,1955.191650390625,.5020381212234497,9.352941513061523
1895,310,1894/1895,Unmatured debt,all,225,6952.919921875,1383.390380859375,.3552156686782837,6.617647171020508
1895,311,1894/1895,Treasury bills,all,0,0,0,0,0
1895,312,1894/1895,Canada savings bonds,all,0,0,0,0,0
1895,313,1894/1895,Marketable bonds,all,225,6952.919921875,1383.390380859375,.3552156686782837,6.617647171020508
1895,320,1894/1895,Superannuation accounts,all,0,0,0,0,0
1895,330,1894/1895,Other liabilities,all,93,2873.87353515625,571.8013305664063,.1468224674463272,2.735294103622437
1895,401,1894/1895,Unmatured debt payable in foreign currencies,all,218,6736.60693359375,1340.3515625,.3441644906997681,6.411764621734619
1895,521,1894/1895,Debt charges,all,11,339.9205322265625,67.63241577148438,.0173660982400179,.3235294222831726
1895,530,1894/1895,Cash deficit (+) or surplus (-),all,7,216.3130645751953,43.03881072998047,.0110511537641287,.2058823555707932
1896,100,1895/1896,Net federal debt,all,258,8471.5732421875,1669.6044921875,.4026110172271729,6.972972869873047
1896,200,1895/1896,Financial assets,all,68,2232.81787109375,440.0508117675781,.106114536523819,1.837837815284729
1896,300,1895/1896,Gross federal debt,all,326,10704.3916015625,2109.655517578125,.5087255835533142,8.810811042785645
1896,310,1895/1896,Unmatured debt,all,230,7552.17822265625,1488.4072265625,.3589168190956116,6.216216087341309
1896,311,1895/1896,Treasury bills,all,0,0,0,0,0
1896,312,1895/1896,Canada savings bonds,all,0,0,0,0,0
1896,313,1895/1896,Marketable bonds,all,228,7486.5068359375,1475.464477539063,.3557958006858826,6.162162303924561
1896,320,1895/1896,Superannuation accounts,all,0,0,0,0,0
1896,330,1895/1896,Other liabilities,all,96,3152.21337890625,621.2482299804688,.1498087495565414,2.594594478607178
1896,401,1895/1896,Unmatured debt payable in foreign currencies,all,218,7158.1513671875,1410.751098632813,.3401907086372375,5.891891956329346
1896,521,1895/1896,Debt charges,all,11,361.1911315917969,71.1846923828125,.0171655863523483,.2972972989082336
1896,530,1895/1896,Cash deficit (+) or surplus (-),all,5,164.1777801513672,32.3566780090332,.0078025395050645,.1351351290941238
1897,100,1896/1897,Net federal debt,all,262,8351.6630859375,1630.547241210938,.3654002249240875,6.894736766815186
1897,200,1896/1897,Financial assets,all,71,2263.23681640625,441.8658447265625,.0990206748247147,1.868421077728271
1897,300,1896/1897,Gross federal debt,all,333,10614.900390625,2072.4130859375,.4644209146499634,8.763157844543457
1897,310,1896/1897,Unmatured debt,all,232,7395.36572265625,1443.843383789063,.323560506105423,6.105263233184814
1897,311,1896/1897,Treasury bills,all,0,0,0,0,0
1897,312,1896/1897,Canada savings bonds,all,0,0,0,0,0
1897,313,1896/1897,Marketable bonds,all,227,7235.98291015625,1412.72607421875,.3165872395038605,5.973684310913086
1897,320,1896/1897,Superannuation accounts,all,0,0,0,0,0
1897,330,1896/1897,Other liabilities,all,101,3219.5341796875,628.5697631835938,.1408603936433792,2.657894849777222
1897,401,1896/1897,Unmatured debt payable in foreign currencies,all,218,6949.09375,1356.714965820313,.3040353059768677,5.736842155456543
1897,521,1896/1897,Debt charges,all,11,350.642333984375,68.45809173583984,.0153412315994501,.289473682641983
1897,530,1896/1897,Cash deficit (+) or surplus (-),all,3,95.62973022460938,18.67038917541504,.0041839722543955,.0789473652839661
1898,100,1897/1898,Net federal debt,all,264,7907.35009765625,1527.990356445313,.3431369960308075,6.439024448394775
1898,200,1897/1898,Financial assets,all,75,2246.40625,434.0881652832031,.0974821001291275,1.829268336296082
1898,300,1897/1898,Gross federal debt,all,339,10153.7568359375,1962.07861328125,.4406191110610962,8.268292427062988
1898,310,1897/1898,Unmatured debt,all,237,7098.64404296875,1371.718627929688,.3080434501171112,5.780488014221191
1898,311,1897/1898,Treasury bills,all,0,0,0,0,0
1898,312,1897/1898,Canada savings bonds,all,0,0,0,0,0
1898,313,1897/1898,Marketable bonds,all,237,7098.64404296875,1371.718627929688,.3080434501171112,5.780488014221191
1898,320,1897/1898,Superannuation accounts,all,0,0,0,0,0
1898,330,1897/1898,Other liabilities,all,102,3055.112548828125,590.3599243164063,.132575660943985,2.487804889678955
1898,401,1897/1898,Unmatured debt payable in foreign currencies,all,228,6829.0751953125,1319.628051757813,.296345591545105,5.560975551605225
1898,521,1897/1898,Debt charges,all,11,329.4729309082031,63.66626739501953,.0142973745241761,.2682926952838898
1898,530,1897/1898,Cash deficit (+) or surplus (-),all,2,59.90416717529297,11.57568454742432,.0025995227042586,.0487804859876633
1899,100,1898/1899,Net federal debt,all,266,7897.89794921875,1508.671997070313,.3220409154891968,5.659574508666992
1899,200,1898/1899,Financial assets,all,79,2345.616455078125,448.0642700195313,.0956437289714813,1.680851101875305
1899,300,1898/1899,Gross federal debt,all,345,10243.5146484375,1956.736328125,.4176846444606781,7.340425491333008
1899,310,1898/1899,Unmatured debt,all,241,7155.61474609375,1366.879638671875,.2917739152908325,5.127659797668457
1899,311,1898/1899,Treasury bills,all,0,0,0,0,0
1899,312,1898/1899,Canada savings bonds,all,0,0,0,0,0
1899,313,1898/1899,Marketable bonds,all,237,7036.84912109375,1344.192749023438,.286931186914444,5.042553424835205
1899,320,1898/1899,Superannuation accounts,all,0,0,0,0,0
1899,330,1898/1899,Other liabilities,all,104,3087.900146484375,589.8567504882813,.1259107291698456,2.21276593208313
1899,401,1898/1899,Unmatured debt payable in foreign currencies,all,228,6769.626953125,1293.1474609375,.2760350704193115,4.85106372833252
1899,521,1898/1899,Debt charges,all,11,326.6047973632813,62.38869094848633,.0133174816146493,.2340425550937653
1899,530,1898/1899,Cash deficit (+) or surplus (-),all,2,59.38269424438477,11.34339904785156,.0024213602300733,.0425531901419163
1900,100,1899/1900,Net federal debt,all,265,7230.88232421875,1364.06005859375,.2920570373535156,5.196078300476074
1900,200,1899/1900,Financial assets,all,82,2237.48046875,422.0864868164063,.0903723686933517,1.607843160629272
1900,300,1899/1900,Gross federal debt,all,347,9468.36328125,1786.146606445313,.3824294209480286,6.803921699523926
1900,310,1899/1900,Unmatured debt,all,237,6466.86474609375,1219.932983398438,.2611981928348541,4.647058963775635
1900,311,1899/1900,Treasury bills,all,0,0,0,0,0
1900,312,1899/1900,Canada savings bonds,all,0,0,0,0,0
1900,313,1899/1900,Marketable bonds,all,237,6466.86474609375,1219.932983398438,.2611981928348541,4.647058963775635
1900,320,1899/1900,Superannuation accounts,all,0,0,0,0,0
1900,330,1899/1900,Other liabilities,all,110,3001.498291015625,566.213623046875,.1212312281131744,2.156862735748291
1900,401,1899/1900,Unmatured debt payable in foreign currencies,all,228,6221.28759765625,1173.6064453125,.2512792646884918,4.470588207244873
1900,521,1899/1900,Debt charges,all,11,300.1498413085938,56.62136077880859,.0121231228113174,.2156862765550613
1900,530,1899/1900,Cash deficit (+) or surplus (-),all,-1,-27.28634834289551,-5.147396564483643,-.0011021019890904,-.0196078438311815
1901,100,1900/1901,Net federal debt,all,268,7327.39599609375,1364.251708984375,.2705259025096893,5.056603908538818
1901,200,1900/1901,Financial assets,all,87,2378.66943359375,442.8727416992188,.0878199711441994,1.641509413719177
1901,300,1900/1901,Gross federal debt,all,355,9706.0654296875,1807.12451171875,.3583458662033081,6.698113441467285
1901,310,1900/1901,Unmatured debt,all,237,6479.82373046875,1206.446411132813,.2392337173223495,4.47169828414917
1901,311,1900/1901,Treasury bills,all,0,0,0,0,0
1901,312,1900/1901,Canada savings bonds,all,0,0,0,0,0
1901,313,1900/1901,Marketable bonds,all,237,6479.82373046875,1206.446411132813,.2392337173223495,4.47169828414917
1901,320,1900/1901,Superannuation accounts,all,0,0,0,0,0
1901,330,1900/1901,Other liabilities,all,118,3226.241455078125,600.677978515625,.1191121488809586,2.226415157318115
1901,401,1900/1901,Unmatured debt payable in foreign currencies,all,228,6233.7548828125,1160.632080078125,.2301488965749741,4.301886558532715
1901,521,1900/1901,Debt charges,all,11,300.7513122558594,55.99540328979492,.0111036747694016,.2075471729040146
1901,530,1900/1901,Cash deficit (+) or surplus (-),all,3,82.02308654785156,15.27147388458252,.0030282749794424,.0566037744283676
1902,100,1901/1902,Net federal debt,all,272,7326.64013671875,1333.571166992188,.2429441213607788,4.689655303955078
1902,200,1901/1902,Financial assets,all,94,2532.00048828125,460.8664855957031,.0839586332440376,1.620689630508423
1902,300,1901/1902,Gross federal debt,all,366,9858.640625,1794.437622070313,.3269027471542358,6.310344696044922
1902,310,1901/1902,Unmatured debt,all,237,6383.8740234375,1161.971923828125,.2116829305887222,4.086206912994385
1902,311,1901/1902,Treasury bills,all,0,0,0,0,0
1902,312,1901/1902,Canada savings bonds,all,0,0,0,0,0
1902,313,1901/1902,Marketable bonds,all,237,6383.8740234375,1161.971923828125,.2116829305887222,4.086206912994385
1902,320,1901/1902,Superannuation accounts,all,0,0,0,0,0
1902,330,1901/1902,Other liabilities,all,129,3474.766845703125,632.4657592773438,.1152198240160942,2.224138021469116
1902,401,1901/1902,Unmatured debt payable in foreign currencies,all,228,6141.4482421875,1117.846435546875,.203644335269928,3.931034564971924
1902,521,1901/1902,Debt charges,all,11,296.2979431152344,53.93118667602539,.0098249465227127,.1896551698446274
1902,530,1901/1902,Cash deficit (+) or surplus (-),all,3,80.80853271484375,14.70850658416748,.0026795307639986,.0517241396009922
1903,100,1902/1903,Net federal debt,all,262,6967.859375,1233.03125,.2223825454711914,3.797101497650146
1903,200,1902/1903,Financial assets,all,99,2632.8935546875,465.9163818359375,.0840300470590591,1.43478262424469
1903,300,1902/1903,Gross federal debt,all,361,9600.7529296875,1698.947631835938,.3064125776290894,5.231884002685547
1903,310,1902/1903,Unmatured debt,all,237,6302.9873046875,1115.375610351563,.2011628299951553,3.4347825050354
1903,311,1902/1903,Treasury bills,all,0,0,0,0,0
1903,312,1902/1903,Canada savings bonds,all,0,0,0,0,0
1903,313,1902/1903,Marketable bonds,all,237,6302.9873046875,1115.375610351563,.2011628299951553,3.4347825050354
1903,320,1902/1903,Superannuation accounts,all,0,0,0,0,0
1903,330,1902/1903,Other liabilities,all,124,3297.765625,583.572021484375,.1052497550845146,1.797101497650146
1903,401,1902/1903,Unmatured debt payable in foreign currencies,all,228,6063.63330078125,1073.01953125,.1935237348079681,3.30434775352478
1903,521,1902/1903,Debt charges,all,11,292.5437316894531,51.76848983764648,.0093366717919707,.1594202965497971
1903,530,1902/1903,Cash deficit (+) or surplus (-),all,-10,-265.9488220214844,-47.06225967407227,-.0084878830239177,-.1449275314807892
1904,100,1903/1904,Net federal debt,all,261,7044.25,1208.898193359375,.2164509296417236,3.676056385040283
1904,200,1903/1904,Financial assets,all,104,2806.904296875,481.7066040039063,.0862486436963081,1.464788675308228
1904,300,1903/1904,Gross federal debt,all,365,9851.154296875,1690.604858398438,.3026995658874512,5.14084529876709
1904,310,1903/1904,Unmatured debt,all,222,5991.6611328125,1028.25830078125,.1841076910495758,3.126760482788086
1904,311,1903/1904,Treasury bills,all,0,0,0,0,0
1904,312,1903/1904,Canada savings bonds,all,0,0,0,0,0
