"date","itemid","fiscalyear","Item","Normalization","Value"
1870,330,"1869/1870","Other liabilities","Share of Total revenue",1.875
1870,401,"1869/1870","Unmatured debt payable in foreign currencies","Share of Total revenue",4.75
1870,521,"1869/1870","Debt charges","Share of Total revenue",0.3125
1870,530,"1869/1870","Cash deficit (+) or surplus (-)","Share of Total revenue",0.125
1871,100,"1870/1871","Net federal debt","Share of Total revenue",4.10526323318481
1871,200,"1870/1871","Financial assets","Share of Total revenue",2
1871,300,"1870/1871","Gross federal debt","Share of Total revenue",6.10526323318481
1871,310,"1870/1871","Unmatured debt","Share of Total revenue",4.4210524559021
1871,311,"1870/1871","Treasury bills","Share of Total revenue",0
1871,312,"1870/1871","Canada savings bonds","Share of Total revenue",0
1871,313,"1870/1871","Marketable bonds","Share of Total revenue",4.4210524559021
1871,320,"1870/1871","Superannuation accounts","Share of Total revenue",0
1871,330,"1870/1871","Other liabilities","Share of Total revenue",1.68421053886414
1871,401,"1870/1871","Unmatured debt payable in foreign currencies","Share of Total revenue",4
1871,521,"1870/1871","Debt charges","Share of Total revenue",0.263157904148102
1871,530,"1870/1871","Cash deficit (+) or surplus (-)","Share of Total revenue",0
1872,100,"1871/1872","Net federal debt","Share of Total revenue",3.90476179122925
1872,200,"1871/1872","Financial assets","Share of Total revenue",1.90476191043854
1872,300,"1871/1872","Gross federal debt","Share of Total revenue",5.8095235824585
1872,310,"1871/1872","Unmatured debt","Share of Total revenue",4.0476188659668
1872,311,"1871/1872","Treasury bills","Share of Total revenue",0
1872,312,"1871/1872","Canada savings bonds","Share of Total revenue",0
1872,313,"1871/1872","Marketable bonds","Share of Total revenue",4.0476188659668
1872,320,"1871/1872","Superannuation accounts","Share of Total revenue",0
1872,330,"1871/1872","Other liabilities","Share of Total revenue",1.7619047164917
1872,401,"1871/1872","Unmatured debt payable in foreign currencies","Share of Total revenue",3.61904764175415
1872,521,"1871/1872","Debt charges","Share of Total revenue",0.238095238804817
1872,530,"1871/1872","Cash deficit (+) or surplus (-)","Share of Total revenue",0.190476194024086
1873,100,"1872/1873","Net federal debt","Share of Total revenue",4.7619047164917
1873,200,"1872/1873","Financial assets","Share of Total revenue",1.42857146263123
1873,300,"1872/1873","Gross federal debt","Share of Total revenue",6.1904764175415
1873,310,"1872/1873","Unmatured debt","Share of Total revenue",4
1873,311,"1872/1873","Treasury bills","Share of Total revenue",0
1873,312,"1872/1873","Canada savings bonds","Share of Total revenue",0
1873,313,"1872/1873","Marketable bonds","Share of Total revenue",4
1873,320,"1872/1873","Superannuation accounts","Share of Total revenue",0
1873,330,"1872/1873","Other liabilities","Share of Total revenue",2.19047617912292
1873,401,"1872/1873","Unmatured debt payable in foreign currencies","Share of Total revenue",3.61904764175415
1873,521,"1872/1873","Debt charges","Share of Total revenue",0.238095238804817
1873,530,"1872/1873","Cash deficit (+) or surplus (-)","Share of Total revenue",0.857142865657806
1874,100,"1873/1874","Net federal debt","Share of Total revenue",4.32000017166138
1874,200,"1873/1874","Financial assets","Share of Total revenue",1.32000005245209
1874,300,"1873/1874","Gross federal debt","Share of Total revenue",5.6399998664856
1874,310,"1873/1874","Unmatured debt","Share of Total revenue",3.79999995231628
1874,311,"1873/1874","Treasury bills","Share of Total revenue",0
1874,312,"1873/1874","Canada savings bonds","Share of Total revenue",0
1874,313,"1873/1874","Marketable bonds","Share of Total revenue",3.79999995231628
1874,320,"1873/1874","Superannuation accounts","Share of Total revenue",0
1874,330,"1873/1874","Other liabilities","Share of Total revenue",1.8400000333786
1874,401,"1873/1874","Unmatured debt payable in foreign currencies","Share of Total revenue",3.44000005722046
1874,521,"1873/1874","Debt charges","Share of Total revenue",0.239999994635582
1874,530,"1873/1874","Cash deficit (+) or surplus (-)","Share of Total revenue",0.319999992847443
1875,100,"1874/1875","Net federal debt","Share of Total revenue",4.6399998664856
1875,200,"1874/1875","Financial assets","Share of Total revenue",1.44000005722046
1875,300,"1874/1875","Gross federal debt","Share of Total revenue",6.07999992370605
1875,310,"1874/1875","Unmatured debt","Share of Total revenue",4.32000017166138
1875,311,"1874/1875","Treasury bills","Share of Total revenue",0
1875,312,"1874/1875","Canada savings bonds","Share of Total revenue",0
1875,313,"1874/1875","Marketable bonds","Share of Total revenue",4.32000017166138
1875,320,"1874/1875","Superannuation accounts","Share of Total revenue",0
1875,330,"1874/1875","Other liabilities","Share of Total revenue",1.75999999046326
1875,401,"1874/1875","Unmatured debt payable in foreign currencies","Share of Total revenue",4
1875,521,"1874/1875","Debt charges","Share of Total revenue",0.280000001192093
1875,530,"1874/1875","Cash deficit (+) or surplus (-)","Share of Total revenue",0.280000001192093
1876,100,"1875/1876","Net federal debt","Share of Total revenue",5.4347825050354
1876,200,"1875/1876","Financial assets","Share of Total revenue",1.56521737575531
1876,300,"1875/1876","Gross federal debt","Share of Total revenue",7
1876,310,"1875/1876","Unmatured debt","Share of Total revenue",5.21739149093628
1876,311,"1875/1876","Treasury bills","Share of Total revenue",0
1876,312,"1875/1876","Canada savings bonds","Share of Total revenue",0
1876,313,"1875/1876","Marketable bonds","Share of Total revenue",5.21739149093628
1876,320,"1875/1876","Superannuation accounts","Share of Total revenue",0
1876,330,"1875/1876","Other liabilities","Share of Total revenue",1.7826087474823
1876,401,"1875/1876","Unmatured debt payable in foreign currencies","Share of Total revenue",4.8695650100708
1876,521,"1875/1876","Debt charges","Share of Total revenue",0.260869562625885
1876,530,"1875/1876","Cash deficit (+) or surplus (-)","Share of Total revenue",0.347826093435287
1877,100,"1876/1877","Net federal debt","Share of Total revenue",5.78260850906372
1877,200,"1876/1877","Financial assets","Share of Total revenue",1.82608699798584
1877,300,"1876/1877","Gross federal debt","Share of Total revenue",7.60869550704956
1877,310,"1876/1877","Unmatured debt","Share of Total revenue",5.69565200805664
1877,311,"1876/1877","Treasury bills","Share of Total revenue",0
1877,312,"1876/1877","Canada savings bonds","Share of Total revenue",0
1877,313,"1876/1877","Marketable bonds","Share of Total revenue",5.69565200805664
1877,320,"1876/1877","Superannuation accounts","Share of Total revenue",0
1877,330,"1876/1877","Other liabilities","Share of Total revenue",1.91304349899292
1877,401,"1876/1877","Unmatured debt payable in foreign currencies","Share of Total revenue",5.30434799194336
1877,521,"1876/1877","Debt charges","Share of Total revenue",0.304347813129425
1877,530,"1876/1877","Cash deficit (+) or surplus (-)","Share of Total revenue",0.391304343938828
1878,100,"1877/1878","Net federal debt","Share of Total revenue",6.36363649368286
1878,200,"1877/1878","Financial assets","Share of Total revenue",1.59090912342072
1878,300,"1877/1878","Gross federal debt","Share of Total revenue",7.95454549789429
1878,310,"1877/1878","Unmatured debt","Share of Total revenue",5.90909099578857
1878,311,"1877/1878","Treasury bills","Share of Total revenue",0
1878,312,"1877/1878","Canada savings bonds","Share of Total revenue",0
1878,313,"1877/1878","Marketable bonds","Share of Total revenue",5.90909099578857
1878,320,"1877/1878","Superannuation accounts","Share of Total revenue",0
1878,330,"1877/1878","Other liabilities","Share of Total revenue",2.04545450210571
1878,401,"1877/1878","Unmatured debt payable in foreign currencies","Share of Total revenue",5.5
1878,521,"1877/1878","Debt charges","Share of Total revenue",0.318181812763214
1878,530,"1877/1878","Cash deficit (+) or surplus (-)","Share of Total revenue",0.363636374473572
1879,100,"1878/1879","Net federal debt","Share of Total revenue",5.29629611968994
1879,200,"1878/1879","Financial assets","Share of Total revenue",1.37037038803101
1879,300,"1878/1879","Gross federal debt","Share of Total revenue",6.66666650772095
1879,310,"1878/1879","Unmatured debt","Share of Total revenue",5.11111116409302
1879,311,"1878/1879","Treasury bills","Share of Total revenue",0
1879,312,"1878/1879","Canada savings bonds","Share of Total revenue",0
1879,313,"1878/1879","Marketable bonds","Share of Total revenue",5.11111116409302
1879,320,"1878/1879","Superannuation accounts","Share of Total revenue",0
1879,330,"1878/1879","Other liabilities","Share of Total revenue",1.55555558204651
1879,401,"1878/1879","Unmatured debt payable in foreign currencies","Share of Total revenue",4.74074077606201
1879,521,"1878/1879","Debt charges","Share of Total revenue",0.259259253740311
1879,530,"1878/1879","Cash deficit (+) or surplus (-)","Share of Total revenue",0.111111111938953
1880,100,"1879/1880","Net federal debt","Share of Total revenue",6.60869550704956
1880,200,"1879/1880","Financial assets","Share of Total revenue",1.86956524848938
1880,300,"1879/1880","Gross federal debt","Share of Total revenue",8.47826099395752
1880,310,"1879/1880","Unmatured debt","Share of Total revenue",6.47826099395752
1880,311,"1879/1880","Treasury bills","Share of Total revenue",0
1880,312,"1879/1880","Canada savings bonds","Share of Total revenue",0
1880,313,"1879/1880","Marketable bonds","Share of Total revenue",6.47826099395752
1880,320,"1879/1880","Superannuation accounts","Share of Total revenue",0
1880,330,"1879/1880","Other liabilities","Share of Total revenue",2
1880,401,"1879/1880","Unmatured debt payable in foreign currencies","Share of Total revenue",5.95652151107788
1880,521,"1879/1880","Debt charges","Share of Total revenue",0.347826093435287
1880,530,"1879/1880","Cash deficit (+) or surplus (-)","Share of Total revenue",0.434782594442368
1881,100,"1880/1881","Net federal debt","Share of Total revenue",5.16666650772095
1881,200,"1880/1881","Financial assets","Share of Total revenue",1.5
1881,300,"1880/1881","Gross federal debt","Share of Total revenue",6.66666650772095
1881,310,"1880/1881","Unmatured debt","Share of Total revenue",4.90000009536743
1881,311,"1880/1881","Treasury bills","Share of Total revenue",0
1881,312,"1880/1881","Canada savings bonds","Share of Total revenue",0
1881,313,"1880/1881","Marketable bonds","Share of Total revenue",4.90000009536743
1881,320,"1880/1881","Superannuation accounts","Share of Total revenue",0
1881,330,"1880/1881","Other liabilities","Share of Total revenue",1.76666665077209
1881,401,"1880/1881","Unmatured debt payable in foreign currencies","Share of Total revenue",4.56666660308838
1881,521,"1880/1881","Debt charges","Share of Total revenue",0.266666680574417
1881,530,"1880/1881","Cash deficit (+) or surplus (-)","Share of Total revenue",0.100000001490116
1882,100,"1881/1882","Net federal debt","Share of Total revenue",4.40000009536743
1882,200,"1881/1882","Financial assets","Share of Total revenue",1.45714282989502
1882,300,"1881/1882","Gross federal debt","Share of Total revenue",5.85714292526245
1882,310,"1881/1882","Unmatured debt","Share of Total revenue",4.17142868041992
1882,311,"1881/1882","Treasury bills","Share of Total revenue",0
1882,312,"1881/1882","Canada savings bonds","Share of Total revenue",0
1882,313,"1881/1882","Marketable bonds","Share of Total revenue",4.17142868041992
1882,320,"1881/1882","Superannuation accounts","Share of Total revenue",0
1882,330,"1881/1882","Other liabilities","Share of Total revenue",1.68571424484253
1882,401,"1881/1882","Unmatured debt payable in foreign currencies","Share of Total revenue",3.77142858505249
1882,521,"1881/1882","Debt charges","Share of Total revenue",0.228571429848671
1882,530,"1881/1882","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.0571428574621677
1883,100,"1882/1883","Net federal debt","Share of Total revenue",4.27027034759521
1883,200,"1882/1883","Financial assets","Share of Total revenue",1.2162162065506
1883,300,"1882/1883","Gross federal debt","Share of Total revenue",5.48648643493652
1883,310,"1882/1883","Unmatured debt","Share of Total revenue",3.75675678253174
1883,311,"1882/1883","Treasury bills","Share of Total revenue",0
1883,312,"1882/1883","Canada savings bonds","Share of Total revenue",0
1883,313,"1882/1883","Marketable bonds","Share of Total revenue",3.75675678253174
1883,320,"1882/1883","Superannuation accounts","Share of Total revenue",0
1883,330,"1882/1883","Other liabilities","Share of Total revenue",1.72972977161407
1883,401,"1882/1883","Unmatured debt payable in foreign currencies","Share of Total revenue",3.51351356506348
1883,521,"1882/1883","Debt charges","Share of Total revenue",0.216216221451759
1883,530,"1882/1883","Cash deficit (+) or surplus (-)","Share of Total revenue",0.135135129094124
1884,100,"1883/1884","Net federal debt","Share of Total revenue",5.5151515007019
1884,200,"1883/1884","Financial assets","Share of Total revenue",1.84848487377167
1884,300,"1883/1884","Gross federal debt","Share of Total revenue",7.36363649368286
1884,310,"1883/1884","Unmatured debt","Share of Total revenue",5.30303049087524
1884,311,"1883/1884","Treasury bills","Share of Total revenue",0
1884,312,"1883/1884","Canada savings bonds","Share of Total revenue",0
1884,313,"1883/1884","Marketable bonds","Share of Total revenue",5.30303049087524
1884,320,"1883/1884","Superannuation accounts","Share of Total revenue",0
1884,330,"1883/1884","Other liabilities","Share of Total revenue",2.06060600280762
1884,401,"1883/1884","Unmatured debt payable in foreign currencies","Share of Total revenue",4.63636350631714
1884,521,"1883/1884","Debt charges","Share of Total revenue",0.242424249649048
1884,530,"1883/1884","Cash deficit (+) or surplus (-)","Share of Total revenue",0.727272748947144
1885,100,"1884/1885","Net federal debt","Share of Total revenue",5.93939399719238
1885,200,"1884/1885","Financial assets","Share of Total revenue",2.09090900421143
1885,300,"1884/1885","Gross federal debt","Share of Total revenue",8.03030300140381
1885,310,"1884/1885","Unmatured debt","Share of Total revenue",5.84848499298096
1885,311,"1884/1885","Treasury bills","Share of Total revenue",0
1885,312,"1884/1885","Canada savings bonds","Share of Total revenue",0
1885,313,"1884/1885","Marketable bonds","Share of Total revenue",5.27272748947144
1885,320,"1884/1885","Superannuation accounts","Share of Total revenue",0
1885,330,"1884/1885","Other liabilities","Share of Total revenue",2.18181824684143
1885,401,"1884/1885","Unmatured debt payable in foreign currencies","Share of Total revenue",4.66666650772095
1885,521,"1884/1885","Debt charges","Share of Total revenue",0.272727280855179
1885,530,"1884/1885","Cash deficit (+) or surplus (-)","Share of Total revenue",0.454545468091965
1886,100,"1885/1886","Net federal debt","Share of Total revenue",6.55882358551025
1886,200,"1885/1886","Financial assets","Share of Total revenue",1.17647063732147
1886,300,"1885/1886","Gross federal debt","Share of Total revenue",7.73529434204102
1886,310,"1885/1886","Unmatured debt","Share of Total revenue",5.70588254928589
1886,311,"1885/1886","Treasury bills","Share of Total revenue",0
1886,312,"1885/1886","Canada savings bonds","Share of Total revenue",0
1886,313,"1885/1886","Marketable bonds","Share of Total revenue",5.67647075653076
1886,320,"1885/1886","Superannuation accounts","Share of Total revenue",0
1886,330,"1885/1886","Other liabilities","Share of Total revenue",2.02941179275513
1886,401,"1885/1886","Unmatured debt payable in foreign currencies","Share of Total revenue",5.05882358551025
1886,521,"1885/1886","Debt charges","Share of Total revenue",0.294117659330368
1886,530,"1885/1886","Cash deficit (+) or surplus (-)","Share of Total revenue",0.764705896377563
1887,100,"1886/1887","Net federal debt","Share of Total revenue",6.30555534362793
1887,200,"1886/1887","Financial assets","Share of Total revenue",1.27777779102325
1887,300,"1886/1887","Gross federal debt","Share of Total revenue",7.58333349227905
1887,310,"1886/1887","Unmatured debt","Share of Total revenue",5.33333349227905
1887,311,"1886/1887","Treasury bills","Share of Total revenue",0
1887,312,"1886/1887","Canada savings bonds","Share of Total revenue",0
1887,313,"1886/1887","Marketable bonds","Share of Total revenue",5.30555534362793
1887,320,"1886/1887","Superannuation accounts","Share of Total revenue",0
1887,330,"1886/1887","Other liabilities","Share of Total revenue",2.25
1887,401,"1886/1887","Unmatured debt payable in foreign currencies","Share of Total revenue",4.77777767181396
1887,521,"1886/1887","Debt charges","Share of Total revenue",0.277777791023254
1887,530,"1886/1887","Cash deficit (+) or surplus (-)","Share of Total revenue",0.111111111938953
1888,100,"1887/1888","Net federal debt","Share of Total revenue",6.52777767181396
1888,200,"1887/1888","Financial assets","Share of Total revenue",1.38888883590698
1888,300,"1887/1888","Gross federal debt","Share of Total revenue",7.91666650772095
1888,310,"1887/1888","Unmatured debt","Share of Total revenue",5.55555534362793
1888,311,"1887/1888","Treasury bills","Share of Total revenue",0
1888,312,"1887/1888","Canada savings bonds","Share of Total revenue",0
1888,313,"1887/1888","Marketable bonds","Share of Total revenue",5.38888883590698
1888,320,"1887/1888","Superannuation accounts","Share of Total revenue",0
1888,330,"1887/1888","Other liabilities","Share of Total revenue",2.36111116409302
1888,401,"1887/1888","Unmatured debt payable in foreign currencies","Share of Total revenue",4.91666650772095
1888,521,"1887/1888","Debt charges","Share of Total revenue",0.277777791023254
1888,530,"1887/1888","Cash deficit (+) or surplus (-)","Share of Total revenue",0.194444447755814
1889,100,"1888/1889","Net federal debt","Share of Total revenue",6.10256433486938
1889,200,"1888/1889","Financial assets","Share of Total revenue",1.28205132484436
1889,300,"1888/1889","Gross federal debt","Share of Total revenue",7.38461542129517
1889,310,"1888/1889","Unmatured debt","Share of Total revenue",5.23076915740967
1889,311,"1888/1889","Treasury bills","Share of Total revenue",0
1889,312,"1888/1889","Canada savings bonds","Share of Total revenue",0
1889,313,"1888/1889","Marketable bonds","Share of Total revenue",5.23076915740967
1889,320,"1888/1889","Superannuation accounts","Share of Total revenue",0
1889,330,"1888/1889","Other liabilities","Share of Total revenue",2.1538462638855
1889,401,"1888/1889","Unmatured debt payable in foreign currencies","Share of Total revenue",4.82051277160645
1889,521,"1888/1889","Debt charges","Share of Total revenue",0.256410270929336
1889,530,"1888/1889","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0769230797886848
1890,100,"1889/1890","Net federal debt","Share of Total revenue",5.94999980926514
1890,200,"1889/1890","Financial assets","Share of Total revenue",1.20000004768372
1890,300,"1889/1890","Gross federal debt","Share of Total revenue",7.15000009536743
1890,310,"1889/1890","Unmatured debt","Share of Total revenue",5.07499980926514
1890,311,"1889/1890","Treasury bills","Share of Total revenue",0
1890,312,"1889/1890","Canada savings bonds","Share of Total revenue",0
1890,313,"1889/1890","Marketable bonds","Share of Total revenue",5.02500009536743
1890,320,"1889/1890","Superannuation accounts","Share of Total revenue",0
1890,330,"1889/1890","Other liabilities","Share of Total revenue",2.07500004768372
1890,401,"1889/1890","Unmatured debt payable in foreign currencies","Share of Total revenue",4.69999980926514
1890,521,"1889/1890","Debt charges","Share of Total revenue",0.25
1890,530,"1889/1890","Cash deficit (+) or surplus (-)","Share of Total revenue",0
1891,100,"1890/1891","Net federal debt","Share of Total revenue",6.10256433486938
1891,200,"1890/1891","Financial assets","Share of Total revenue",1.35897433757782
1891,300,"1890/1891","Gross federal debt","Share of Total revenue",7.46153831481934
1891,310,"1890/1891","Unmatured debt","Share of Total revenue",5.33333349227905
1891,311,"1890/1891","Treasury bills","Share of Total revenue",0
1891,312,"1890/1891","Canada savings bonds","Share of Total revenue",0
1891,313,"1890/1891","Marketable bonds","Share of Total revenue",5.12820529937744
1891,320,"1890/1891","Superannuation accounts","Share of Total revenue",0
1891,330,"1890/1891","Other liabilities","Share of Total revenue",2.12820506095886
1891,401,"1890/1891","Unmatured debt payable in foreign currencies","Share of Total revenue",4.82051277160645
1891,521,"1890/1891","Debt charges","Share of Total revenue",0.256410270929336
1891,530,"1890/1891","Cash deficit (+) or surplus (-)","Share of Total revenue",0
1892,100,"1891/1892","Net federal debt","Share of Total revenue",6.51351356506348
1892,200,"1891/1892","Financial assets","Share of Total revenue",1.48648643493652
1892,300,"1891/1892","Gross federal debt","Share of Total revenue",8
1892,310,"1891/1892","Unmatured debt","Share of Total revenue",5.64864873886108
1892,311,"1891/1892","Treasury bills","Share of Total revenue",0
1892,312,"1891/1892","Canada savings bonds","Share of Total revenue",0
1892,313,"1891/1892","Marketable bonds","Share of Total revenue",5.64864873886108
1892,320,"1891/1892","Superannuation accounts","Share of Total revenue",0
1892,330,"1891/1892","Other liabilities","Share of Total revenue",2.35135126113892
1892,401,"1891/1892","Unmatured debt payable in foreign currencies","Share of Total revenue",5.37837839126587
1892,521,"1891/1892","Debt charges","Share of Total revenue",0.270270258188248
1892,530,"1891/1892","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0810810774564743
1893,100,"1892/1893","Net federal debt","Share of Total revenue",6.36842107772827
1893,200,"1892/1893","Financial assets","Share of Total revenue",1.5263158082962
1893,300,"1892/1893","Gross federal debt","Share of Total revenue",7.89473676681519
1893,310,"1892/1893","Unmatured debt","Share of Total revenue",5.5789475440979
1893,311,"1892/1893","Treasury bills","Share of Total revenue",0
1893,312,"1892/1893","Canada savings bonds","Share of Total revenue",0
1893,313,"1892/1893","Marketable bonds","Share of Total revenue",5.52631568908691
1893,320,"1892/1893","Superannuation accounts","Share of Total revenue",0
1893,330,"1892/1893","Other liabilities","Share of Total revenue",2.31578946113586
1893,401,"1892/1893","Unmatured debt payable in foreign currencies","Share of Total revenue",5.31578969955444
1893,521,"1892/1893","Debt charges","Share of Total revenue",0.263157904148102
1893,530,"1892/1893","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0263157896697521
1894,100,"1893/1894","Net federal debt","Share of Total revenue",6.83333349227905
1894,200,"1893/1894","Financial assets","Share of Total revenue",1.72222220897675
1894,300,"1893/1894","Gross federal debt","Share of Total revenue",8.55555534362793
1894,310,"1893/1894","Unmatured debt","Share of Total revenue",6.02777767181396
1894,311,"1893/1894","Treasury bills","Share of Total revenue",0
1894,312,"1893/1894","Canada savings bonds","Share of Total revenue",0
1894,313,"1893/1894","Marketable bonds","Share of Total revenue",5.97222232818604
1894,320,"1893/1894","Superannuation accounts","Share of Total revenue",0
1894,330,"1893/1894","Other liabilities","Share of Total revenue",2.52777767181396
1894,401,"1893/1894","Unmatured debt payable in foreign currencies","Share of Total revenue",5.75
1894,521,"1893/1894","Debt charges","Share of Total revenue",0.277777791023254
1894,530,"1893/1894","Cash deficit (+) or surplus (-)","Share of Total revenue",0.138888895511627
1895,100,"1894/1895","Net federal debt","Share of Total revenue",7.44117641448975
1895,200,"1894/1895","Financial assets","Share of Total revenue",1.91176474094391
1895,300,"1894/1895","Gross federal debt","Share of Total revenue",9.35294151306152
1895,310,"1894/1895","Unmatured debt","Share of Total revenue",6.61764717102051
1895,311,"1894/1895","Treasury bills","Share of Total revenue",0
1895,312,"1894/1895","Canada savings bonds","Share of Total revenue",0
1895,313,"1894/1895","Marketable bonds","Share of Total revenue",6.61764717102051
1895,320,"1894/1895","Superannuation accounts","Share of Total revenue",0
1895,330,"1894/1895","Other liabilities","Share of Total revenue",2.73529410362244
1895,401,"1894/1895","Unmatured debt payable in foreign currencies","Share of Total revenue",6.41176462173462
1895,521,"1894/1895","Debt charges","Share of Total revenue",0.323529422283173
1895,530,"1894/1895","Cash deficit (+) or surplus (-)","Share of Total revenue",0.205882355570793
1896,100,"1895/1896","Net federal debt","Share of Total revenue",6.97297286987305
1896,200,"1895/1896","Financial assets","Share of Total revenue",1.83783781528473
1896,300,"1895/1896","Gross federal debt","Share of Total revenue",8.81081104278564
1896,310,"1895/1896","Unmatured debt","Share of Total revenue",6.21621608734131
1896,311,"1895/1896","Treasury bills","Share of Total revenue",0
1896,312,"1895/1896","Canada savings bonds","Share of Total revenue",0
1896,313,"1895/1896","Marketable bonds","Share of Total revenue",6.16216230392456
1896,320,"1895/1896","Superannuation accounts","Share of Total revenue",0
1896,330,"1895/1896","Other liabilities","Share of Total revenue",2.59459447860718
1896,401,"1895/1896","Unmatured debt payable in foreign currencies","Share of Total revenue",5.89189195632935
1896,521,"1895/1896","Debt charges","Share of Total revenue",0.297297298908234
1896,530,"1895/1896","Cash deficit (+) or surplus (-)","Share of Total revenue",0.135135129094124
1897,100,"1896/1897","Net federal debt","Share of Total revenue",6.89473676681519
1897,200,"1896/1897","Financial assets","Share of Total revenue",1.86842107772827
1897,300,"1896/1897","Gross federal debt","Share of Total revenue",8.76315784454346
1897,310,"1896/1897","Unmatured debt","Share of Total revenue",6.10526323318481
1897,311,"1896/1897","Treasury bills","Share of Total revenue",0
1897,312,"1896/1897","Canada savings bonds","Share of Total revenue",0
1897,313,"1896/1897","Marketable bonds","Share of Total revenue",5.97368431091309
1897,320,"1896/1897","Superannuation accounts","Share of Total revenue",0
1897,330,"1896/1897","Other liabilities","Share of Total revenue",2.65789484977722
1897,401,"1896/1897","Unmatured debt payable in foreign currencies","Share of Total revenue",5.73684215545654
1897,521,"1896/1897","Debt charges","Share of Total revenue",0.289473682641983
1897,530,"1896/1897","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0789473652839661
1898,100,"1897/1898","Net federal debt","Share of Total revenue",6.43902444839478
1898,200,"1897/1898","Financial assets","Share of Total revenue",1.82926833629608
1898,300,"1897/1898","Gross federal debt","Share of Total revenue",8.26829242706299
1898,310,"1897/1898","Unmatured debt","Share of Total revenue",5.78048801422119
1898,311,"1897/1898","Treasury bills","Share of Total revenue",0
1898,312,"1897/1898","Canada savings bonds","Share of Total revenue",0
1898,313,"1897/1898","Marketable bonds","Share of Total revenue",5.78048801422119
1898,320,"1897/1898","Superannuation accounts","Share of Total revenue",0
1898,330,"1897/1898","Other liabilities","Share of Total revenue",2.48780488967896
1898,401,"1897/1898","Unmatured debt payable in foreign currencies","Share of Total revenue",5.56097555160522
1898,521,"1897/1898","Debt charges","Share of Total revenue",0.26829269528389
1898,530,"1897/1898","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0487804859876633
1899,100,"1898/1899","Net federal debt","Share of Total revenue",5.65957450866699
1899,200,"1898/1899","Financial assets","Share of Total revenue",1.6808511018753
1899,300,"1898/1899","Gross federal debt","Share of Total revenue",7.34042549133301
1899,310,"1898/1899","Unmatured debt","Share of Total revenue",5.12765979766846
1899,311,"1898/1899","Treasury bills","Share of Total revenue",0
1899,312,"1898/1899","Canada savings bonds","Share of Total revenue",0
1899,313,"1898/1899","Marketable bonds","Share of Total revenue",5.04255342483521
1899,320,"1898/1899","Superannuation accounts","Share of Total revenue",0
1899,330,"1898/1899","Other liabilities","Share of Total revenue",2.21276593208313
1899,401,"1898/1899","Unmatured debt payable in foreign currencies","Share of Total revenue",4.85106372833252
1899,521,"1898/1899","Debt charges","Share of Total revenue",0.234042555093765
1899,530,"1898/1899","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0425531901419163
1900,100,"1899/1900","Net federal debt","Share of Total revenue",5.19607830047607
1900,200,"1899/1900","Financial assets","Share of Total revenue",1.60784316062927
1900,300,"1899/1900","Gross federal debt","Share of Total revenue",6.80392169952393
1900,310,"1899/1900","Unmatured debt","Share of Total revenue",4.64705896377563
1900,311,"1899/1900","Treasury bills","Share of Total revenue",0
1900,312,"1899/1900","Canada savings bonds","Share of Total revenue",0
1900,313,"1899/1900","Marketable bonds","Share of Total revenue",4.64705896377563
1900,320,"1899/1900","Superannuation accounts","Share of Total revenue",0
1900,330,"1899/1900","Other liabilities","Share of Total revenue",2.15686273574829
1900,401,"1899/1900","Unmatured debt payable in foreign currencies","Share of Total revenue",4.47058820724487
1900,521,"1899/1900","Debt charges","Share of Total revenue",0.215686276555061
1900,530,"1899/1900","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.0196078438311815
1901,100,"1900/1901","Net federal debt","Share of Total revenue",5.05660390853882
1901,200,"1900/1901","Financial assets","Share of Total revenue",1.64150941371918
1901,300,"1900/1901","Gross federal debt","Share of Total revenue",6.69811344146729
1901,310,"1900/1901","Unmatured debt","Share of Total revenue",4.47169828414917
1901,311,"1900/1901","Treasury bills","Share of Total revenue",0
1901,312,"1900/1901","Canada savings bonds","Share of Total revenue",0
1901,313,"1900/1901","Marketable bonds","Share of Total revenue",4.47169828414917
1901,320,"1900/1901","Superannuation accounts","Share of Total revenue",0
1901,330,"1900/1901","Other liabilities","Share of Total revenue",2.22641515731811
1901,401,"1900/1901","Unmatured debt payable in foreign currencies","Share of Total revenue",4.30188655853271
1901,521,"1900/1901","Debt charges","Share of Total revenue",0.207547172904015
1901,530,"1900/1901","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0566037744283676
1902,100,"1901/1902","Net federal debt","Share of Total revenue",4.68965530395508
1902,200,"1901/1902","Financial assets","Share of Total revenue",1.62068963050842
1902,300,"1901/1902","Gross federal debt","Share of Total revenue",6.31034469604492
1902,310,"1901/1902","Unmatured debt","Share of Total revenue",4.08620691299438
1902,311,"1901/1902","Treasury bills","Share of Total revenue",0
1902,312,"1901/1902","Canada savings bonds","Share of Total revenue",0
1902,313,"1901/1902","Marketable bonds","Share of Total revenue",4.08620691299438
1902,320,"1901/1902","Superannuation accounts","Share of Total revenue",0
