"date","itemid","fiscalyear","Item","Normalization","Value"
1906,100,"1905/1906","Net federal debt","Share of GDP",0.174980416893959
1906,200,"1905/1906","Financial assets","Share of GDP",0.0819196701049805
1906,300,"1905/1906","Gross federal debt","Share of GDP",0.256900101900101
1906,310,"1905/1906","Unmatured debt","Share of GDP",0.141557186841965
1906,311,"1905/1906","Treasury bills","Share of GDP",0
1906,312,"1905/1906","Canada savings bonds","Share of GDP",0
1906,313,"1905/1906","Marketable bonds","Share of GDP",0.139591127634048
1906,320,"1905/1906","Superannuation accounts","Share of GDP",0
1906,330,"1905/1906","Other liabilities","Share of GDP",0.115342900156975
1906,401,"1905/1906","Unmatured debt payable in foreign currencies","Share of GDP",0.134348258376121
1906,521,"1905/1906","Debt charges","Share of GDP",0.0072089312598109
1906,530,"1905/1906","Cash deficit (+) or surplus (-)","Share of GDP",0.0006553573766723
1907,100,"1906/1907","Net federal debt","Share of GDP",0.152741894125938
1907,200,"1906/1907","Financial assets","Share of GDP",0.0671138614416122
1907,300,"1906/1907","Gross federal debt","Share of GDP",0.219855755567551
1907,310,"1906/1907","Unmatured debt","Share of GDP",0.124970637261867
1907,311,"1906/1907","Treasury bills","Share of GDP",0
1907,312,"1906/1907","Canada savings bonds","Share of GDP",0
1907,313,"1906/1907","Marketable bonds","Share of GDP",0.124392069876194
1907,320,"1906/1907","Superannuation accounts","Share of GDP",0
1907,330,"1906/1907","Other liabilities","Share of GDP",0.0948851108551025
1907,401,"1906/1907","Unmatured debt payable in foreign currencies","Share of GDP",0.120342098176479
1907,521,"1906/1907","Debt charges","Share of GDP",0.0040499744936824
1907,530,"1906/1907","Cash deficit (+) or surplus (-)","Share of GDP",-0.0017357033211738
1908,100,"1907/1908","Net federal debt","Share of GDP",0.16809843480587
1908,200,"1907/1908","Financial assets","Share of GDP",0.0792118459939957
1908,300,"1907/1908","Gross federal debt","Share of GDP",0.247310280799866
1908,310,"1907/1908","Unmatured debt","Share of GDP",0.143911600112915
1908,311,"1907/1908","Treasury bills","Share of GDP",0
1908,312,"1907/1908","Canada savings bonds","Share of GDP",0
1908,313,"1907/1908","Marketable bonds","Share of GDP",0.138469561934471
1908,320,"1907/1908","Superannuation accounts","Share of GDP",0.0006046706112102
1908,330,"1907/1908","Other liabilities","Share of GDP",0.102794006466865
1908,401,"1907/1908","Unmatured debt payable in foreign currencies","Share of GDP",0.134236872196198
1908,521,"1907/1908","Debt charges","Share of GDP",0.0066513768397272
1908,530,"1907/1908","Cash deficit (+) or surplus (-)","Share of GDP",0.008465388789773
1909,100,"1908/1909","Net federal debt","Share of GDP",0.176245674490929
1909,200,"1908/1909","Financial assets","Share of GDP",0.0843150615692139
1909,300,"1908/1909","Gross federal debt","Share of GDP",0.260560721158981
1909,310,"1908/1909","Unmatured debt","Share of GDP",0.161558538675308
1909,311,"1908/1909","Treasury bills","Share of GDP",0
1909,312,"1908/1909","Canada savings bonds","Share of GDP",0
1909,313,"1908/1909","Marketable bonds","Share of GDP",0.153942972421646
1909,320,"1908/1909","Superannuation accounts","Share of GDP",0.0005439681117423
1909,330,"1908/1909","Other liabilities","Share of GDP",0.0984582304954529
1909,401,"1908/1909","Unmatured debt payable in foreign currencies","Share of GDP",0.151223137974739
1909,521,"1908/1909","Debt charges","Share of GDP",0.0065276175737381
1909,530,"1908/1909","Cash deficit (+) or surplus (-)","Share of GDP",0.0250225327908993
1910,100,"1909/1910","Net federal debt","Share of GDP",0.166105568408966
1910,200,"1909/1910","Financial assets","Share of GDP",0.0667388439178467
1910,300,"1909/1910","Gross federal debt","Share of GDP",0.232844397425652
1910,310,"1909/1910","Unmatured debt","Share of GDP",0.137926936149597
1910,311,"1909/1910","Treasury bills","Share of GDP",0
1910,312,"1909/1910","Canada savings bonds","Share of GDP",0
1910,313,"1909/1910","Marketable bonds","Share of GDP",0.129522785544395
1910,320,"1909/1910","Superannuation accounts","Share of GDP",0.000494361796882
1910,330,"1909/1910","Other liabilities","Share of GDP",0.0944231003522873
1910,401,"1909/1910","Unmatured debt payable in foreign currencies","Share of GDP",0.12705098092556
1910,521,"1909/1910","Debt charges","Share of GDP",0.0064267031848431
1910,530,"1909/1910","Cash deficit (+) or surplus (-)","Share of GDP",0.0059323413297534
1911,100,"1910/1911","Net federal debt","Share of GDP",0.152250275015831
1911,200,"1910/1911","Financial assets","Share of GDP",0.0604523159563541
1911,300,"1910/1911","Gross federal debt","Share of GDP",0.212702602148056
1911,310,"1910/1911","Unmatured debt","Share of GDP",0.123591400682926
1911,311,"1910/1911","Treasury bills","Share of GDP",0
1911,312,"1910/1911","Canada savings bonds","Share of GDP",0
1911,313,"1910/1911","Marketable bonds","Share of GDP",0.123591400682926
1911,320,"1910/1911","Superannuation accounts","Share of GDP",0.0004477949405555
1911,330,"1910/1911","Other liabilities","Share of GDP",0.0886633992195129
1911,401,"1910/1911","Unmatured debt payable in foreign currencies","Share of GDP",0.121352426707745
1911,521,"1910/1911","Debt charges","Share of GDP",0.0058213341981173
1911,530,"1910/1911","Cash deficit (+) or surplus (-)","Share of GDP",0.0017911797622219
1912,100,"1911/1912","Net federal debt","Share of GDP",0.136333972215652
1912,200,"1911/1912","Financial assets","Share of GDP",0.0673650205135345
1912,300,"1911/1912","Gross federal debt","Share of GDP",0.203698977828026
1912,310,"1911/1912","Unmatured debt","Share of GDP",0.115081906318665
1912,311,"1911/1912","Treasury bills","Share of GDP",0
1912,312,"1911/1912","Canada savings bonds","Share of GDP",0
1912,313,"1911/1912","Marketable bonds","Share of GDP",0.115081906318665
1912,320,"1911/1912","Superannuation accounts","Share of GDP",0.0008019644883461
1912,330,"1911/1912","Other liabilities","Share of GDP",0.0878151133656502
1912,401,"1911/1912","Unmatured debt payable in foreign currencies","Share of GDP",0.113076992332935
1912,521,"1911/1912","Debt charges","Share of GDP",0.0048117870464921
1912,530,"1911/1912","Cash deficit (+) or surplus (-)","Share of GDP",0
1913,100,"1912/1913","Net federal debt","Share of GDP",0.118424788117409
1913,200,"1912/1913","Financial assets","Share of GDP",0.0641153305768967
1913,300,"1912/1913","Gross federal debt","Share of GDP",0.182540118694305
1913,310,"1912/1913","Unmatured debt","Share of GDP",0.0984358936548233
1913,311,"1912/1913","Treasury bills","Share of GDP",0
1913,312,"1912/1913","Canada savings bonds","Share of GDP",0
1913,313,"1912/1913","Marketable bonds","Share of GDP",0.0984358936548233
1913,320,"1912/1913","Superannuation accounts","Share of GDP",0.0007542980019934
1913,330,"1912/1913","Other liabilities","Share of GDP",0.0833499282598495
1913,401,"1912/1913","Unmatured debt payable in foreign currencies","Share of GDP",0.0976815894246101
1913,521,"1912/1913","Debt charges","Share of GDP",0.0049029369838536
1913,530,"1912/1913","Cash deficit (+) or surplus (-)","Share of GDP",-0.0098058739677072
1914,100,"1913/1914","Net federal debt","Share of GDP",0.137222439050674
1914,200,"1913/1914","Financial assets","Share of GDP",0.0849472284317017
1914,300,"1913/1914","Gross federal debt","Share of GDP",0.222169667482376
1914,310,"1913/1914","Unmatured debt","Share of GDP",0.127420842647552
1914,311,"1913/1914","Treasury bills","Share of GDP",0
1914,312,"1913/1914","Canada savings bonds","Share of GDP",0
1914,313,"1913/1914","Marketable bonds","Share of GDP",0.124153636395931
1914,320,"1913/1914","Superannuation accounts","Share of GDP",0.0008168002241291
1914,330,"1913/1914","Other liabilities","Share of GDP",0.0939320251345634
1914,401,"1913/1914","Unmatured debt payable in foreign currencies","Share of GDP",0.123745232820511
1914,521,"1913/1914","Debt charges","Share of GDP",0.0053092017769814
1914,530,"1913/1914","Cash deficit (+) or surplus (-)","Share of GDP",0.0089848022907972
1915,100,"1914/1915","Net federal debt","Share of GDP",0.167002707719803
1915,200,"1914/1915","Financial assets","Share of GDP",0.0933578610420227
1915,300,"1914/1915","Gross federal debt","Share of GDP",0.260360568761826
1915,310,"1914/1915","Unmatured debt","Share of GDP",0.156588286161423
1915,311,"1914/1915","Treasury bills","Share of GDP",0.0055791554041207
1915,312,"1914/1915","Canada savings bonds","Share of GDP",0
1915,313,"1914/1915","Marketable bonds","Share of GDP",0.149149417877197
1915,320,"1914/1915","Superannuation accounts","Share of GDP",0.0011158310808241
1915,330,"1914/1915","Other liabilities","Share of GDP",0.102656453847885
1915,401,"1914/1915","Unmatured debt payable in foreign currencies","Share of GDP",0.125716969370842
1915,521,"1914/1915","Debt charges","Share of GDP",0.0059510986320674
1915,530,"1914/1915","Cash deficit (+) or surplus (-)","Share of GDP",0.0420296341180801
1916,100,"1915/1916","Net federal debt","Share of GDP",0.189655482769013
1916,200,"1915/1916","Financial assets","Share of GDP",0.0992992967367172
1916,300,"1915/1916","Gross federal debt","Share of GDP",0.288954794406891
1916,310,"1915/1916","Unmatured debt","Share of GDP",0.199215352535248
1916,311,"1915/1916","Treasury bills","Share of GDP",0
1916,312,"1915/1916","Canada savings bonds","Share of GDP",0
1916,313,"1915/1916","Marketable bonds","Share of GDP",0.191505789756775
1916,320,"1915/1916","Superannuation accounts","Share of GDP",0.001233531627804
1916,330,"1915/1916","Other liabilities","Share of GDP",0.088505893945694
1916,401,"1915/1916","Unmatured debt payable in foreign currencies","Share of GDP",0.111942991614342
1916,521,"1915/1916","Debt charges","Share of GDP",0.0064760409295559
1916,530,"1915/1916","Cash deficit (+) or surplus (-)","Share of GDP",0.0511915609240532
1917,100,"1916/1917","Net federal debt","Share of GDP",0.220197439193726
1917,200,"1916/1917","Financial assets","Share of GDP",0.125755533576012
1917,300,"1916/1917","Gross federal debt","Share of GDP",0.345952957868576
1917,310,"1916/1917","Unmatured debt","Share of GDP",0.270299255847931
1917,311,"1916/1917","Treasury bills","Share of GDP",0.0250509027391672
1917,312,"1916/1917","Canada savings bonds","Share of GDP",0
1917,313,"1916/1917","Marketable bonds","Share of GDP",0.245248347520828
1917,320,"1916/1917","Superannuation accounts","Share of GDP",0.0010020361514762
1917,330,"1916/1917","Other liabilities","Share of GDP",0.074651688337326
1917,401,"1916/1917","Unmatured debt payable in foreign currencies","Share of GDP",0.109973460435867
1917,521,"1916/1917","Debt charges","Share of GDP",0.0090183252468705
1917,530,"1916/1917","Cash deficit (+) or surplus (-)","Share of GDP",0.0661343857645988
1918,100,"1917/1918","Net federal debt","Share of GDP",0.279714912176132
1918,200,"1917/1918","Financial assets","Share of GDP",0.157456964254379
1918,300,"1917/1918","Gross federal debt","Share of GDP",0.437171876430511
1918,310,"1917/1918","Unmatured debt","Share of GDP",0.35269421339035
1918,311,"1917/1918","Treasury bills","Share of GDP",0.0175995118916035
1918,312,"1917/1918","Canada savings bonds","Share of GDP",0
1918,313,"1917/1918","Marketable bonds","Share of GDP",0.335094690322876
1918,320,"1917/1918","Superannuation accounts","Share of GDP",0.0011733007850125
1918,330,"1917/1918","Other liabilities","Share of GDP",0.0833043530583382
1918,401,"1917/1918","Unmatured debt payable in foreign currencies","Share of GDP",0.128124445676804
1918,521,"1917/1918","Debt charges","Share of GDP",0.0112636871635914
1918,530,"1917/1918","Cash deficit (+) or surplus (-)","Share of GDP",0.0734486281871796
1919,100,"1918/1919","Net federal debt","Share of GDP",0.360628038644791
1919,200,"1918/1919","Financial assets","Share of GDP",0.252325147390366
1919,300,"1918/1919","Gross federal debt","Share of GDP",0.612953186035156
1919,310,"1918/1919","Unmatured debt","Share of GDP",0.521594107151031
1919,311,"1918/1919","Treasury bills","Share of GDP",0.0169437937438488
1919,312,"1918/1919","Canada savings bonds","Share of GDP",0
1919,313,"1918/1919","Marketable bonds","Share of GDP",0.504650294780731
1919,320,"1918/1919","Superannuation accounts","Share of GDP",0.0013738210545853
1919,330,"1918/1919","Other liabilities","Share of GDP",0.0899852812290192
1919,401,"1918/1919","Unmatured debt payable in foreign currencies","Share of GDP",0.10051791369915
1919,521,"1918/1919","Debt charges","Share of GDP",0.0176307037472725
1919,530,"1918/1919","Cash deficit (+) or surplus (-)","Share of GDP",0.0876955837011337
1920,100,"1919/1920","Net federal debt","Share of GDP",0.444388568401337
1920,200,"1919/1920","Financial assets","Share of GDP",0.156691923737526
1920,300,"1919/1920","Gross federal debt","Share of GDP",0.601080477237701
1920,310,"1919/1920","Unmatured debt","Share of GDP",0.51927661895752
1920,311,"1919/1920","Treasury bills","Share of GDP",0.0146219450980425
1920,312,"1919/1920","Canada savings bonds","Share of GDP",0
1920,313,"1919/1920","Marketable bonds","Share of GDP",0.504654705524445
1920,320,"1919/1920","Superannuation accounts","Share of GDP",0.0015807508025318
1920,330,"1919/1920","Other liabilities","Share of GDP",0.0802231058478355
1920,401,"1919/1920","Unmatured debt payable in foreign currencies","Share of GDP",0.0812110751867294
1920,521,"1919/1920","Debt charges","Share of GDP",0.0246992316097021
1920,530,"1919/1920","Cash deficit (+) or surplus (-)","Share of GDP",0.0770616009831429
1921,100,"1920/1921","Net federal debt","Share of GDP",0.574644207954407
1921,200,"1920/1921","Financial assets","Share of GDP",0.144336104393005
1921,300,"1920/1921","Gross federal debt","Share of GDP",0.718980312347412
1921,310,"1920/1921","Unmatured debt","Share of GDP",0.62668377161026
1921,311,"1920/1921","Treasury bills","Share of GDP",0
1921,312,"1920/1921","Canada savings bonds","Share of GDP",0
1921,313,"1920/1921","Marketable bonds","Share of GDP",0.60802811384201
1921,320,"1920/1921","Superannuation accounts","Share of GDP",0.0022092259023339
1921,330,"1920/1921","Other liabilities","Share of GDP",0.0900873243808746
1921,401,"1920/1921","Unmatured debt payable in foreign currencies","Share of GDP",0.115861631929874
1921,521,"1920/1921","Debt charges","Share of GDP",0.0343657359480858
1921,530,"1920/1921","Cash deficit (+) or surplus (-)","Share of GDP",0.0225831996649504
1922,100,"1921/1922","Net federal debt","Share of GDP",0.572043359279633
1922,200,"1921/1922","Financial assets","Share of GDP",0.120455041527748
1922,300,"1921/1922","Gross federal debt","Share of GDP",0.692498385906219
1922,310,"1921/1922","Unmatured debt","Share of GDP",0.613139808177948
1922,311,"1921/1922","Treasury bills","Share of GDP",0.0340108349919319
1922,312,"1921/1922","Canada savings bonds","Share of GDP",0
1922,313,"1921/1922","Marketable bonds","Share of GDP",0.579128921031952
1922,320,"1921/1922","Superannuation accounts","Share of GDP",0.0023618636187166
1922,330,"1921/1922","Other liabilities","Share of GDP",0.0769967511296272
